日付,Ｒ,場所,枠番,前走枠番,着順,前走着順,馬番,前走馬番,人気,前走人気,1角,2角,3角,4角,前1角,前2角,前3角,前4角
2020. 5.24,1,新潟,7,3,４,３,13,6,8,6,,,9,12,,,9,7
2020. 5.24,1,新潟,6,4,５,13,12,8,11,5,,,14,14,,,16,16
2020. 5.24,1,新潟,8,8,６,５,16,16,10,5,,,6,5,,,4,5
2020. 5.24,1,新潟,1,6,７,５,1,12,7,8,,,15,14,,,11,9
2020. 5.24,1,新潟,6,6,８,５,11,11,9,5,,,9,8,,,12,11
2020. 5.24,1,新潟,2,6,９,12,3,12,14,14,,,2,3,,,4,5
2020. 5.24,1,新潟,4,1,10,６,8,1,4,2,,,11,8,,1,1,1
2020. 5.24,1,新潟,3,4,11,５,6,7,6,6,,,6,5,,,3,4
2020. 5.24,1,新潟,5,6,12,３,10,12,13,11,,,4,5,,,2,3
2020. 5.24,1,新潟,8,1,13,３,15,1,5,3,,,4,4,,,4,4
2020. 5.24,1,新潟,7,4,14,11,14,4,16,12,,,11,8,9,11,12,12
2020. 5.24,1,新潟,2,2,15,４,4,4,12,9,,,8,8,,,13,11
2020. 5.24,1,新潟,4,8,16,15,7,16,15,6,,,16,16,,,10,13
2020. 5.17,1,東京,2,2,１,５,3,3,4,2,,,4,4,7,7,3,3
2020. 5.17,1,東京,5,2,２,４,10,4,2,9,,,4,4,,,13,13
2020. 5.17,1,東京,3,8,３,13,6,16,14,15,,,6,6,,11,12,10
2020. 5.17,1,東京,6,5,４,４,12,9,3,14,,,9,11,,,16,16
2020. 5.17,1,東京,7,1,５,２,14,2,5,7,,,7,8,,,11,10
2020. 5.17,1,東京,3,5,６,８,5,9,1,1,,,1,1,,,8,7
2020. 5.17,1,東京,4,2,７,５,7,4,9,12,,,14,14,,,15,15
2020. 5.17,1,東京,1,6,８,９,1,11,7,12,,,7,6,,,11,10
2020. 5.17,1,東京,2,3,９,７,4,5,13,10,,,9,8,,,10,10
2020. 5.17,1,東京,6,5,10,９,11,10,8,11,,,11,12,,,15,13
2020. 5.17,1,東京,7,4,11,10,13,6,15,13,,,16,16,5,3,8,11
2020. 5.17,1,東京,4,2,12,３,8,3,6,10,,,13,12,,,3,3
2020. 5.17,1,東京,5,1,13,10,9,1,16,9,,,14,14,,,12,12
2020. 5.17,1,東京,8,7,14,10,16,14,10,8,,,2,2,,,15,14
2020. 5.17,1,東京,1,7,15,12,2,12,12,9,,,11,8,7,7,6,9
2020. 5.17,1,東京,8,7,16,14,15,13,11,5,,,2,2,1,1,1,2
2020. 5.17,1,新潟,1,3,１,５,1,6,1,3,,,1,1,,2,2,2
2020. 5.17,1,新潟,1,3,２,10,2,5,10,13,,,15,13,,,15,11
2020. 5.17,1,新潟,8,7,３,５,16,15,2,5,,,9,9,,,6,6
2020. 5.17,1,新潟,7,8,４,４,13,15,5,7,,,6,7,,,14,15
2020. 5.17,1,新潟,6,4,５,10,12,8,8,11,,,13,13,,7,8,9
2020. 5.17,1,新潟,2,,６,,3,,12,,,,2,2,,,,
2020. 5.17,1,新潟,7,3,７,10,14,5,7,12,,,9,9,,,2,2
2020. 5.17,1,新潟,6,2,８,６,11,4,3,4,,,13,13,,,9,9
2020. 5.17,1,新潟,3,6,９,11,6,12,9,10,,,5,5,,,11,13
2020. 5.17,1,新潟,5,3,10,16,9,6,13,11,,,9,9,,,2,3
2020. 5.17,1,新潟,4,1,11,10,8,2,4,6,,,6,7,8,9,11,10
2020. 5.17,1,新潟,4,1,12,14,7,1,16,16,,,9,9,,,9,8
2020. 5.17,1,新潟,3,2,13,13,5,4,14,15,,,3,3,,,11,8
2020. 5.17,1,新潟,8,1,14,12,15,1,11,5,,,6,5,,,3,4
2020. 5.17,1,新潟,2,,15,,4,,15,,,,16,16,,,,
2020. 5.17,1,新潟,5,4,16,５,10,7,6,7,,,3,3,,,2,2
2020. 5.16,1,東京,4,3,１,３,8,5,4,4,,,5,4,,,3,3
2020. 5.16,1,東京,4,1,２,３,7,1,3,5,,,7,7,,,5,3
2020. 5.16,1,東京,3,5,３,３,6,9,1,1,,,7,7,,,5,4
2020. 5.16,1,東京,8,6,４,10,15,12,14,12,,,3,2,,,7,7
2020. 5.16,1,東京,7,1,５,11,13,2,13,9,,,9,9,,,16,13
2020. 5.16,1,東京,8,6,６,13,16,11,15,16,,,12,9,,,10,9
2020. 5.16,1,東京,3,2,７,４,5,2,6,6,,,1,1,,,2,1
2020. 5.16,1,東京,6,,８,,12,,9,,,,10,12,,,,
2020. 5.16,1,東京,5,4,９,６,9,7,12,11,,,12,12,,,12,13
2020. 5.16,1,東京,2,5,10,４,4,10,5,7,,,4,4,,,5,5
2020. 5.16,1,東京,7,,11,,14,,10,,,,15,15,,,,
2020. 5.16,1,東京,2,7,12,10,3,14,2,2,,,2,2,,,5,4
2020. 5.16,1,東京,1,5,13,15,2,9,7,8,,,10,11,,,3,3
2020. 5.16,1,東京,1,4,14,13,1,8,11,11,,,5,4,,,9,10
2020. 5.16,1,東京,6,3,15,14,11,5,16,16,,,14,14,,,15,15
2020. 5.16,1,東京,5,6,止,８,10,12,8,2,,,,,,,6,7
2020. 5.10,1,東京,5,2,１,２,9,4,1,2,,,12,13,,,7,7
2020. 5.10,1,東京,6,3,２,５,11,6,4,5,,,12,12,,,11,10
2020. 5.10,1,東京,8,3,３,11,15,5,8,7,,,6,7,3,4,6,7
2020. 5.10,1,東京,7,1,４,５,14,1,5,5,,,10,9,,,7,7
2020. 5.10,1,東京,1,7,５,４,2,7,2,5,,,1,1,,4,2,2
2020. 5.10,1,東京,2,2,６,８,3,4,13,12,,,14,14,,,4,4
2020. 5.10,1,東京,8,8,７,７,16,14,12,9,,,3,3,,,4,5
2020. 5.10,1,東京,2,6,８,６,4,10,11,15,,,4,4,,,7,7
2020. 5.10,1,東京,5,8,９,５,10,16,7,12,,,10,10,,,11,11
2020. 5.10,1,東京,4,7,10,３,8,13,3,6,,,2,2,,,3,3
2020. 5.10,1,東京,3,4,11,10,5,7,9,7,,,9,7,,,11,10
2020. 5.10,1,東京,7,6,12,９,13,12,10,14,,,6,4,,,13,12
2020. 5.10,1,東京,6,5,13,12,12,6,15,10,,,4,4,,,6,5
2020. 5.10,1,東京,3,5,14,13,6,10,14,9,,,15,15,,,12,12
2020. 5.10,1,東京,4,1,15,６,7,1,16,6,,,6,10,6,6,5,5
2020. 5.10,1,東京,1,,止,,1,,6,,,,,,,,,
2020. 5. 3,1,東京,1,5,１,６,1,9,3,4,,,1,1,1,1,1,2
2020. 5. 3,1,東京,6,1,２,２,12,2,2,1,,,7,7,,,7,7
2020. 5. 3,1,東京,5,7,３,２,9,14,1,3,,,5,4,,,6,6
2020. 5. 3,1,東京,8,1,４,７,15,1,6,13,,,7,8,,,14,14
2020. 5. 3,1,東京,2,5,５,７,4,9,5,8,,,2,2,,,5,6
2020. 5. 3,1,東京,4,7,６,11,7,14,12,11,,,13,13,,,12,13
2020. 5. 3,1,東京,3,2,７,７,5,2,10,6,,,10,10,12,11,12,14
2020. 5. 3,1,東京,7,4,８,３,14,4,7,4,,,12,11,11,12,9,9
2020. 5. 3,1,東京,4,2,９,５,8,3,4,2,,,2,2,,,5,5
2020. 5. 3,1,東京,8,8,10,８,16,15,8,11,,,7,8,,,10,10
2020. 5. 3,1,東京,1,2,11,15,2,3,16,12,,,15,15,,,15,15
2020. 5. 3,1,東京,6,6,12,13,11,12,11,13,,,16,15,,,10,11
2020. 5. 3,1,東京,3,4,13,12,6,8,14,10,,,5,4,,,6,10
2020. 5. 3,1,東京,5,1,14,８,10,1,9,10,,,13,13,,,9,9
2020. 5. 3,1,東京,7,,15,,13,,15,,,,10,11,,,,
2020. 5. 3,1,東京,2,5,16,11,3,9,13,13,,,4,4,,,8,9
2020. 5. 3,1,福島,3,6,１,４,5,8,2,3,,,6,5,,,6,6
2020. 5. 3,1,福島,7,4,２,４,14,8,3,4,,,3,3,,,2,2
2020. 5. 3,1,福島,6,1,３,14,11,2,1,3,,,2,2,,,1,1
2020. 5. 3,1,福島,7,5,４,６,13,9,7,8,,,11,10,,,10,9
2020. 5. 3,1,福島,1,4,５,10,2,7,4,9,,,4,4,,,3,4
2020. 5. 3,1,福島,4,6,６,４,7,12,5,10,,,9,9,,,10,8
2020. 5. 3,1,福島,2,8,７,６,3,15,10,10,,,8,7,,,4,3
2020. 5. 3,1,福島,8,5,８,18,15,10,11,8,,,4,5,,,10,10
2020. 5. 3,1,福島,2,5,９,６,4,10,6,7,,,1,1,,,3,3
2020. 5. 3,1,福島,8,3,10,９,16,5,12,15,,,6,7,,,8,6
2020. 5. 3,1,福島,5,7,11,14,10,12,14,13,,,9,10,,,2,4
2020. 5. 3,1,福島,1,,12,,1,,8,,,,12,12,,,,
2020. 5. 3,1,福島,5,7,13,13,9,10,13,13,,,12,12,,,12,11
2020. 5. 3,1,福島,6,6,14,13,12,11,9,8,,,14,14,3,3,3,8
2020. 5. 3,1,福島,3,3,15,14,6,4,16,15,,,15,14,,,14,14
2020. 5. 3,1,福島,4,,16,,8,,15,,,,16,16,,,,
2020. 5. 2,1,東京,4,3,１,３,7,3,3,4,,,8,9,9,9,8,10
2020. 5. 2,1,東京,8,8,２,５,15,14,7,10,,,5,5,11,12,12,10
2020. 5. 2,1,東京,2,6,３,３,4,11,1,4,,,8,7,9,9,6,5
2020. 5. 2,1,東京,5,6,４,５,10,10,6,9,,,7,7,10,10,3,4
2020. 5. 2,1,東京,7,2,５,13,13,4,4,6,,,2,2,,13,13,14
2020. 5. 2,1,東京,7,8,６,４,14,15,2,3,,,3,3,3,4,5,4
2020. 5. 2,1,東京,1,3,７,13,2,4,13,9,,,12,12,13,13,13,12
2020. 5. 2,1,東京,1,7,８,12,1,12,10,8,,,10,10,7,7,11,13
2020. 5. 2,1,東京,8,7,９,９,16,12,12,8,,,14,14,6,8,5,9
2020. 5. 2,1,東京,6,6,10,９,12,11,8,11,,,1,1,,,12,10
2020. 5. 2,1,東京,2,6,11,10,3,7,5,1,,,3,3,2,2,2,2
2020. 5. 2,1,東京,4,8,12,10,8,16,11,9,,,10,10,,,14,13
2020. 5. 2,1,東京,3,7,13,11,6,11,15,13,,,5,5,9,9,13,12
2020. 5. 2,1,東京,5,,14,,9,,9,,,,16,16,,,,
2020. 5. 2,1,東京,6,7,15,11,11,14,16,11,,,15,15,12,12,11,12
2020. 5. 2,1,東京,3,4,16,８,5,5,14,14,,,13,12,6,5,5,5
2020. 5. 2,1,福島,1,8,１,８,2,16,5,2,,,4,2,,,13,14
2020. 5. 2,1,福島,3,3,２,９,6,5,8,7,,,1,1,,,3,4
2020. 5. 2,1,福島,5,4,３,２,9,8,1,2,,,5,4,,,2,2
2020. 5. 2,1,福島,3,6,４,13,5,12,15,15,,,12,12,,,5,7
2020. 5. 2,1,福島,6,8,５,３,11,16,3,5,,,8,8,,,14,12
2020. 5. 2,1,福島,4,2,６,６,7,3,12,13,,,13,13,,,13,11
2020. 5. 2,1,福島,8,2,７,10,15,4,4,6,,,2,3,4,4,5,7
2020. 5. 2,1,福島,5,2,８,10,10,4,10,7,,,8,9,,,4,3
2020. 5. 2,1,福島,7,7,９,７,13,14,7,7,,,11,11,,,8,8
2020. 5. 2,1,福島,1,4,10,３,1,8,2,14,,,5,6,,,12,11
2020. 5. 2,1,福島,8,8,11,11,16,16,9,11,,,2,4,,,7,6
2020. 5. 2,1,福島,7,1,12,２,14,2,6,6,,,5,6,,,5,5
2020. 5. 2,1,福島,2,,13,,3,,14,,,,8,9,,,,
2020. 5. 2,1,福島,4,,14,,8,,11,,,,14,14,,,,
2020. 5. 2,1,福島,6,4,15,16,12,7,16,16,,,15,15,,,16,16
2020. 5. 2,1,福島,2,1,16,14,4,1,13,11,,,15,16,,,1,7
2020. 4.26,1,東京,7,2,１,２,13,3,2,2,,,10,7,,,11,7
2020. 4.26,1,東京,6,5,２,２,11,9,1,1,,,4,5,,,3,3
2020. 4.26,1,東京,1,1,３,４,1,2,5,7,,,5,3,,,10,8
2020. 4.26,1,東京,5,5,４,５,10,10,7,2,,,5,5,,,6,7
2020. 4.26,1,東京,8,2,５,４,16,4,12,9,,,11,11,,,10,8
2020. 4.26,1,東京,4,8,６,７,7,15,11,7,,,12,13,,,13,10
2020. 4.26,1,東京,2,7,７,５,4,13,8,7,,,7,7,,,10,10
2020. 4.26,1,東京,2,,８,,3,,14,,,,12,11,,,,
2020. 4.26,1,東京,4,6,９,８,8,11,9,9,,,2,2,,1,1,2
2020. 4.26,1,東京,3,5,10,６,6,9,10,5,,,14,14,,,4,2
2020. 4.26,1,東京,7,1,11,11,14,2,13,10,,,2,3,,,14,12
2020. 4.26,1,東京,3,7,12,３,5,12,4,5,,,8,10,7,6,3,2
2020. 4.26,1,東京,5,6,13,８,9,12,6,8,,,8,7,,,4,5
2020. 4.26,1,東京,6,7,14,止,12,13,15,8,,,15,15,,,,
2020. 4.26,1,東京,8,5,15,８,15,9,3,1,,,1,1,,,2,2
2020. 4.26,1,東京,1,1,16,14,2,2,16,15,,,16,16,,,14,14
2020. 4.26,1,福島,2,5,１,３,3,10,4,4,,,1,1,,,2,2
2020. 4.26,1,福島,1,7,２,４,1,14,3,3,,,7,6,,,3,2
2020. 4.26,1,福島,4,3,３,２,8,4,2,2,,,2,2,,,1,1
2020. 4.26,1,福島,7,7,４,３,14,14,1,1,,,4,3,,,1,1
2020. 4.26,1,福島,8,8,５,４,16,18,5,6,,,4,5,,,4,4
2020. 4.26,1,福島,5,2,６,５,9,4,8,12,,,8,8,,,8,9
2020. 4.26,1,福島,8,3,７,14,15,4,6,7,,,2,3,,,2,2
2020. 4.26,1,福島,3,7,８,８,6,13,7,7,,,8,10,,,7,5
2020. 4.26,1,福島,5,6,９,９,10,8,12,10,,,6,6,1,1,3,3
2020. 4.26,1,福島,6,2,10,16,12,3,15,11,,,8,10,,,16,16
2020. 4.26,1,福島,1,7,11,８,2,14,9,7,,,16,13,,,12,12
2020. 4.26,1,福島,2,4,12,12,4,8,11,8,,,14,12,,,12,12
2020. 4.26,1,福島,7,7,13,11,13,14,10,9,,,15,13,,,10,11
2020. 4.26,1,福島,4,7,14,７,7,13,13,13,,,8,13,,,3,3
2020. 4.26,1,福島,3,5,15,16,5,9,14,10,,,8,8,10,10,11,13
2020. 4.26,1,福島,6,5,16,14,11,8,16,13,,,13,16,,,13,13
2020. 4.25,1,福島,4,8,１,３,7,15,1,1,,,1,1,,,3,5
2020. 4.25,1,福島,2,2,２,４,4,3,3,2,,,11,8,,,4,5
2020. 4.25,1,福島,7,3,３,５,13,5,2,2,,,10,10,,,1,1
2020. 4.25,1,福島,5,2,４,４,10,3,7,10,,,2,2,,,4,4
2020. 4.25,1,福島,2,3,５,10,3,3,9,3,,,4,3,1,1,1,3
2020. 4.25,1,福島,4,5,６,７,8,5,13,9,,,13,12,1,1,1,2
2020. 4.25,1,福島,1,7,７,12,1,13,12,14,,,13,12,7,9,9,11
2020. 4.25,1,福島,7,7,８,３,14,14,5,5,,,7,8,,,3,2
2020. 4.25,1,福島,6,8,９,14,11,13,10,7,,,4,6,,,11,11
2020. 4.25,1,福島,3,3,10,４,5,5,6,5,,,4,3,,,3,3
2020. 4.25,1,福島,5,3,11,９,9,6,4,3,,,8,10,,,2,2
2020. 4.25,1,福島,1,8,12,11,2,16,8,10,,,8,6,,,2,2
2020. 4.25,1,福島,6,7,13,10,12,14,14,9,,,2,3,,,7,9
2020. 4.25,1,福島,8,2,14,15,16,3,16,14,,,12,14,,,15,15
2020. 4.25,1,福島,3,1,15,15,6,1,15,13,,,16,16,15,15,16,15
2020. 4.25,1,福島,8,3,16,８,15,4,11,7,,,13,15,,,4,4
2020. 4.19,1,中山,4,8,１,２,7,15,2,1,,,5,5,,,5,3
2020. 4.19,1,中山,1,6,２,６,1,11,3,2,,,1,1,,,2,2
2020. 4.19,1,中山,3,1,３,３,5,1,4,6,,,3,3,,,5,4
2020. 4.19,1,中山,6,7,４,２,11,13,1,3,,,2,2,,,5,5
2020. 4.19,1,中山,3,2,５,３,6,3,5,6,,,11,10,,,8,7
2020. 4.19,1,中山,7,4,６,５,14,7,7,8,,,5,6,,,6,6
2020. 4.19,1,中山,1,4,７,10,2,7,6,1,,,7,7,,,7,7
2020. 4.19,1,中山,7,6,８,６,13,11,9,10,,,9,9,,,4,4
2020. 4.19,1,中山,8,3,９,７,16,6,8,10,,,3,3,,,6,5
2020. 4.19,1,中山,6,4,10,６,12,7,12,9,,,7,7,,,2,3
2020. 4.19,1,中山,8,,11,,15,,13,,,,9,10,,,,
2020. 4.19,1,中山,2,3,12,７,3,5,10,11,,,12,12,,12,13,10
2020. 4.19,1,中山,2,1,13,15,4,1,15,15,,,13,13,,,15,15
2020. 4.19,1,中山,5,2,14,14,9,3,16,16,,,15,14,,,14,13
2020. 4.19,1,中山,5,,15,,10,,14,,,,14,14,,,,
2020. 4.19,1,中山,4,,16,,8,,11,,,,15,14,,,,
2020. 4.19,1,福島,5,7,１,止,9,11,3,1,,,2,1,,,,
2020. 4.19,1,福島,2,2,２,10,3,4,4,1,,,3,3,,,2,2
2020. 4.19,1,福島,8,4,３,６,16,8,5,3,,,14,12,,,6,5
2020. 4.19,1,福島,6,8,４,10,12,15,10,5,,,10,8,,,6,6
2020. 4.19,1,福島,7,6,５,14,14,11,14,12,,,5,5,,,6,9
2020. 4.19,1,福島,1,1,６,２,2,1,1,1,,,1,2,,,1,1
2020. 4.19,1,福島,4,4,７,11,7,7,6,3,,,5,5,,,3,3
2020. 4.19,1,福島,5,1,８,16,10,2,9,5,,,5,5,,,4,5
2020. 4.19,1,福島,3,3,９,５,5,3,7,4,,,3,4,,,5,5
2020. 4.19,1,福島,2,6,10,７,4,12,12,16,,,14,15,,,6,6
2020. 4.19,1,福島,4,3,11,４,8,6,2,1,,,13,12,,,4,3
2020. 4.19,1,福島,8,3,12,11,15,6,13,7,,,10,8,,,4,5
2020. 4.19,1,福島,3,6,13,９,6,8,15,12,,,16,16,,,13,12
2020. 4.19,1,福島,7,5,14,14,13,10,11,7,,,8,11,,,9,11
2020. 4.19,1,福島,6,6,15,16,11,12,16,16,,,8,8,,,6,6
2020. 4.19,1,福島,1,6,16,９,1,10,8,14,,,10,14,,,5,7
2020. 4.18,1,福島,5,8,１,11,10,16,3,2,,,1,1,,,2,3
2020. 4.18,1,福島,1,3,２,７,2,3,6,4,,,5,5,,,9,9
2020. 4.18,1,福島,1,5,３,12,1,7,14,11,,,11,11,8,10,10,11
2020. 4.18,1,福島,2,8,４,４,4,15,2,1,,,8,7,,,3,4
2020. 4.18,1,福島,6,4,５,２,12,5,1,1,,,2,2,,,2,2
2020. 4.18,1,福島,2,7,６,11,3,13,13,12,,,13,11,,6,4,5
2020. 4.18,1,福島,3,8,７,13,6,16,8,3,,,5,6,,,2,2
2020. 4.18,1,福島,7,8,８,７,13,18,4,5,,,4,4,,,4,7
2020. 4.18,1,福島,7,5,９,８,14,9,9,16,,,13,13,,,10,7
2020. 4.18,1,福島,4,2,10,12,8,4,10,8,,,10,10,,,11,9
2020. 4.18,1,福島,3,8,11,４,5,16,5,7,,,8,7,,,3,2
2020. 4.18,1,福島,5,6,12,10,9,11,11,14,,,7,7,,,10,10
2020. 4.18,1,福島,8,6,13,５,16,12,7,5,,,2,2,,,3,3
2020. 4.18,1,福島,4,4,14,11,7,7,16,11,,,11,14,,,9,9
2020. 4.18,1,福島,6,,15,,11,,12,,,,15,15,,,,
2020. 4.18,1,福島,8,,16,,15,,15,,,,16,16,,,,
2020. 4. 4,1,中山,5,8,１,３,9,16,3,2,,,2,2,,,4,5
2020. 4. 4,1,中山,2,3,２,２,3,6,2,4,,,11,7,,,9,8
2020. 4. 4,1,中山,7,1,３,２,14,1,1,4,,,1,1,,,2,2
2020. 4. 4,1,中山,1,3,４,８,2,5,6,8,,,11,11,,,13,13
2020. 4. 4,1,中山,4,6,５,３,7,11,8,8,,,6,6,,,8,3
2020. 4. 4,1,中山,2,1,６,５,4,2,9,6,,,4,3,,,7,6
2020. 4. 4,1,中山,8,5,７,３,16,10,7,9,,,6,7,,,9,9
2020. 4. 4,1,中山,6,1,８,４,11,2,4,12,,,9,7,,,14,13
2020. 4. 4,1,中山,6,4,９,16,12,7,11,15,,,10,12,,1,2,4
2020. 4. 4,1,中山,1,7,10,５,1,13,5,4,,,2,3,,,1,1
2020. 4. 4,1,中山,3,2,11,16,6,3,15,13,,,13,13,,10,12,13
2020. 4. 4,1,中山,4,,12,,8,,10,,,,6,10,,,,
2020. 4. 4,1,中山,7,5,13,14,13,9,12,4,,,4,5,,,11,12
2020. 4. 4,1,中山,3,,14,,5,,13,,,,14,14,,,,
2020. 4. 4,1,中山,8,7,15,10,15,14,14,16,,,15,15,,,14,12
2020. 4. 4,1,中山,5,,16,,10,,16,,,,16,16,,,,
2020. 3.29,1,中山,7,,１,,14,,1,,16,15,10,5,,,,
2020. 3.29,1,中山,6,3,２,６,11,5,3,11,6,5,2,1,9,8,7,8
2020. 3.29,1,中山,3,2,３,４,6,3,2,6,8,8,4,3,1,1,1,1
2020. 3.29,1,中山,8,7,４,６,16,9,10,9,2,2,1,2,6,6,5,5
2020. 3.29,1,中山,8,8,５,13,15,15,13,11,10,9,8,5,,,12,11
2020. 3.29,1,中山,6,3,６,14,12,6,14,9,12,13,14,10,,,4,7
2020. 3.29,1,中山,4,1,７,９,8,2,5,8,5,7,7,9,,,12,13
2020. 3.29,1,中山,1,,８,,1,,9,,14,14,13,12,,,,
2020. 3.29,1,中山,5,3,９,13,9,6,16,16,12,12,15,15,15,15,15,14
2020. 3.29,1,中山,5,3,10,８,10,6,15,8,8,9,12,12,6,4,3,5
2020. 3.29,1,中山,2,6,11,７,3,11,8,11,6,5,6,8,12,12,10,9
2020. 3.29,1,中山,2,5,12,５,4,9,6,4,3,3,4,5,6,4,7,5
2020. 3.29,1,中山,1,8,13,５,2,11,12,7,3,3,8,10,12,11,9,10
2020. 3.29,1,中山,4,,14,,7,,7,,10,9,10,12,,,,
2020. 3.29,1,中山,3,3,15,９,5,6,4,9,1,1,2,4,,,7,7
2020. 3.29,1,中山,7,,16,,13,,11,,14,15,16,16,,,,
2020. 3.28,1,中山,1,6,１,15,1,12,6,14,,,2,2,12,11,11,11
2020. 3.28,1,中山,6,7,２,２,12,13,1,4,,,3,3,,,2,2
2020. 3.28,1,中山,7,1,３,２,14,2,2,3,,,6,6,,,6,6
2020. 3.28,1,中山,3,3,４,６,5,5,3,9,,,1,1,,,6,6
2020. 3.28,1,中山,4,3,５,９,7,6,5,2,,,6,7,,10,13,11
2020. 3.28,1,中山,6,5,６,10,11,7,10,13,,,4,4,8,8,8,9
2020. 3.28,1,中山,8,6,７,５,15,11,7,8,,,13,10,,,10,9
2020. 3.28,1,中山,2,1,８,12,4,1,12,14,,,4,4,,,10,9
2020. 3.28,1,中山,7,5,９,５,13,7,8,11,,,8,7,,,4,4
2020. 3.28,1,中山,4,3,10,４,8,6,4,2,,,8,9,,,7,7
2020. 3.28,1,中山,5,,11,,9,,9,,,,15,15,,,,
2020. 3.28,1,中山,5,,12,,10,,11,,,,11,10,,,,
2020. 3.28,1,中山,3,3,13,14,6,6,13,16,,,11,13,,5,5,6
2020. 3.28,1,中山,2,1,14,14,3,2,16,11,,,14,13,,,14,15
2020. 3.28,1,中山,1,,15,,2,,14,,,,10,12,,,,
2020. 3.28,1,中山,8,,16,,16,,15,,,,16,16,,,,
2020. 3.22,1,中山,7,5,１,６,14,9,2,2,8,8,3,1,,,2,2
2020. 3.22,1,中山,1,7,２,４,2,10,7,6,8,9,6,2,2,2,1,2
2020. 3.22,1,中山,3,3,３,２,6,3,1,3,15,15,11,5,5,7,5,6
2020. 3.22,1,中山,8,4,４,５,16,7,6,6,16,15,13,9,16,14,11,12
2020. 3.22,1,中山,1,3,５,４,1,5,5,4,3,3,3,5,4,4,4,4
2020. 3.22,1,中山,5,6,６,４,9,11,4,7,1,1,1,2,2,2,2,2
2020. 3.22,1,中山,5,5,７,３,10,6,3,2,10,10,8,5,1,1,2,1
2020. 3.22,1,中山,7,7,８,10,13,13,14,14,11,11,8,5,,,14,14
2020. 3.22,1,中山,4,3,９,10,8,4,15,12,4,3,6,12,9,9,10,10
2020. 3.22,1,中山,8,8,10,８,15,16,8,11,5,3,3,4,,,3,3
2020. 3.22,1,中山,6,6,11,６,12,10,12,14,13,14,12,13,12,12,12,10
2020. 3.22,1,中山,6,2,12,13,11,3,16,12,5,6,8,9,,,12,12
2020. 3.22,1,中山,2,3,13,８,4,3,11,6,11,11,13,14,7,5,9,9
2020. 3.22,1,中山,3,8,14,13,5,16,9,4,5,6,13,15,,,17,17
2020. 3.22,1,中山,2,7,15,18,3,14,13,15,13,13,16,16,18,18,18,18
2020. 3.22,1,中山,4,2,16,６,7,2,10,12,2,2,2,9,8,8,8,7
2020. 3.21,1,中山,5,2,１,３,9,4,2,1,12,11,5,3,6,5,6,4
2020. 3.21,1,中山,8,8,２,２,15,14,1,1,2,2,2,2,2,2,2,2
2020. 3.21,1,中山,8,4,３,７,16,5,6,7,5,5,5,5,2,2,2,2
2020. 3.21,1,中山,3,6,４,12,5,10,4,12,1,1,1,1,6,4,4,3
2020. 3.21,1,中山,2,4,５,12,3,7,8,14,6,5,9,6,10,11,10,10
2020. 3.21,1,中山,7,7,６,10,14,13,3,3,8,7,3,3,1,2,1,1
2020. 3.21,1,中山,4,7,７,８,8,10,7,10,6,7,5,6,1,1,1,1
2020. 3.21,1,中山,7,5,８,６,13,10,5,5,13,13,10,9,,,12,11
2020. 3.21,1,中山,1,1,９,11,1,2,14,16,10,10,12,9,9,10,11,12
2020. 3.21,1,中山,2,3,10,11,4,6,12,15,3,2,5,6,5,4,10,9
2020. 3.21,1,中山,3,5,11,８,6,10,13,14,16,16,14,13,16,16,15,14
2020. 3.21,1,中山,6,7,12,９,11,10,11,11,9,9,10,12,,,7,8
2020. 3.21,1,中山,1,3,13,13,2,5,15,12,13,13,14,13,,,15,15
2020. 3.21,1,中山,5,7,14,13,10,13,16,16,11,11,13,13,,,8,9
2020. 3.21,1,中山,6,1,15,７,12,1,10,10,4,4,3,11,,,7,7
2020. 3.21,1,中山,4,4,16,10,7,7,9,9,15,15,16,16,10,9,9,8
2020. 3.20,1,中山,5,6,１,14,10,9,5,1,,,2,1,,,2,2
2020. 3.20,1,中山,3,8,２,４,6,16,4,3,,,9,8,,,14,14
2020. 3.20,1,中山,1,7,３,３,1,14,6,5,,,5,4,,,2,2
2020. 3.20,1,中山,8,6,４,５,16,11,7,12,,,3,2,,,4,3
2020. 3.20,1,中山,7,5,５,３,13,10,3,2,,,5,4,,,5,3
2020. 3.20,1,中山,1,2,６,12,2,3,13,11,,,8,8,,,2,2
2020. 3.20,1,中山,4,3,７,８,7,5,15,14,,,11,10,,,11,11
2020. 3.20,1,中山,5,3,８,３,9,5,1,6,,,11,10,,,5,5
2020. 3.20,1,中山,6,2,９,４,11,4,9,8,,,3,4,,,2,1
2020. 3.20,1,中山,7,7,10,３,14,12,2,1,,,5,4,,,2,3
2020. 3.20,1,中山,6,3,11,５,12,6,10,6,,,11,13,,,1,1
2020. 3.20,1,中山,3,1,12,15,5,2,12,14,,,14,13,,,16,16
2020. 3.20,1,中山,2,,13,,3,,11,,,,15,15,,,,
2020. 3.20,1,中山,2,6,14,７,4,11,8,2,,,1,2,,,,10
2020. 3.20,1,中山,8,3,15,10,15,6,14,8,,,9,12,,,11,11
2020. 3.20,1,中山,4,,16,,8,,16,,,,16,16,,,,
2020. 3.14,1,中山,5,8,１,３,9,15,3,6,,,3,3,,,7,7
2020. 3.14,1,中山,7,,２,,14,,1,,,,4,3,,,,
