日付,Ｒ,場所,枠番,前走枠番,着順,前走着順,馬番,前走馬番,人気,前走人気,1角,2角,3角,4角,前1角,前2角,前3角,前4角
2021.12.26,1,中山,1,7,１,３,1,14,2,4,,,1,1,,,1,1
2021.12.26,1,中山,8,4,２,２,16,8,1,6,,,2,2,,,2,2
2021.12.26,1,中山,1,6,３,３,2,6,4,2,,,4,3,3,3,3,3
2021.12.26,1,中山,3,7,４,10,5,15,8,13,,,5,5,,,10,10
2021.12.26,1,中山,2,7,５,３,3,13,3,5,,,3,3,,,2,2
2021.12.26,1,中山,8,5,６,５,15,5,5,3,,,9,6,,,5,5
2021.12.26,1,中山,3,8,７,10,6,14,11,7,,,7,6,,,10,9
2021.12.26,1,中山,4,7,８,５,8,14,9,15,,,11,9,,,13,12
2021.12.26,1,中山,7,4,９,11,13,7,14,10,,,12,11,,,12,10
2021.12.26,1,中山,2,6,10,15,4,11,12,16,,,12,11,,,12,12
2021.12.26,1,中山,5,1,11,６,10,1,6,12,,,14,15,,,3,4
2021.12.26,1,中山,4,5,12,13,7,9,13,12,,,15,14,,,16,16
2021.12.26,1,中山,6,6,13,14,12,12,10,9,,,5,8,,,12,13
2021.12.26,1,中山,5,5,14,13,9,9,7,12,,,9,13,,,2,2
2021.12.26,1,中山,6,4,15,15,11,7,15,14,,,16,16,,,15,16
2021.12.26,1,中山,7,7,16,13,14,11,16,13,,,7,10,5,6,9,10
2021.12.25,1,中山,1,4,１,７,1,7,9,7,,,4,4,,,9,8
2021.12.25,1,中山,3,2,２,５,6,4,7,11,,,3,3,,,3,3
2021.12.25,1,中山,8,3,３,２,16,6,1,7,,,1,1,,,1,1
2021.12.25,1,中山,5,1,４,３,10,1,3,8,,,10,8,,,12,12
2021.12.25,1,中山,5,1,５,３,9,1,2,6,,,6,8,,,5,3
2021.12.25,1,中山,4,6,６,６,8,12,4,6,,,10,12,,,3,3
2021.12.25,1,中山,2,2,７,９,4,4,8,3,,,9,6,,,10,10
2021.12.25,1,中山,6,1,８,11,12,2,5,6,,,2,2,,,1,1
2021.12.25,1,中山,1,8,９,５,2,10,6,8,,,6,5,3,3,3,3
2021.12.25,1,中山,7,5,10,11,14,7,13,8,,,6,6,,,4,4
2021.12.25,1,中山,2,5,11,９,3,5,12,8,,,10,8,,,5,6
2021.12.25,1,中山,8,5,12,11,15,6,11,7,,,5,8,,,8,10
2021.12.25,1,中山,3,1,13,11,5,2,10,4,,,13,13,,,16,14
2021.12.25,1,中山,7,2,14,17,13,4,15,18,,,16,16,,,18,18
2021.12.25,1,中山,6,1,15,11,11,1,14,17,,,13,14,,,15,12
2021.12.25,1,中山,4,3,16,16,7,6,16,16,,,15,15,,,13,13
2021.12.19,1,中山,6,1,１,４,11,1,1,5,,,2,2,,,9,9
2021.12.19,1,中山,2,4,２,３,4,7,4,6,,,8,7,,,7,6
2021.12.19,1,中山,1,8,３,２,2,15,2,2,,,5,5,,,2,2
2021.12.19,1,中山,2,5,４,６,3,9,7,3,,,1,1,,,3,3
2021.12.19,1,中山,4,7,５,11,7,14,8,12,,,5,7,,,2,2
2021.12.19,1,中山,7,7,６,２,14,14,3,8,,,5,5,,,1,1
2021.12.19,1,中山,7,1,７,２,13,1,6,2,,,2,3,,,1,1
2021.12.19,1,中山,8,5,８,17,16,9,15,17,,,8,9,,,4,5
2021.12.19,1,中山,8,8,９,２,15,11,5,4,,,14,14,,,3,3
2021.12.19,1,中山,5,8,10,12,10,15,9,9,,,11,12,,,6,6
2021.12.19,1,中山,3,5,11,15,5,10,11,13,,,12,10,,,11,11
2021.12.19,1,中山,6,4,12,13,12,8,16,13,,,10,10,,,15,14
2021.12.19,1,中山,1,7,13,14,1,14,12,11,,,13,13,,,2,5
2021.12.19,1,中山,5,1,14,16,9,1,10,8,,,2,3,,,5,5
2021.12.19,1,中山,4,6,15,12,8,10,14,12,,,16,16,,,12,12
2021.12.19,1,中山,3,5,16,10,6,9,13,10,,,15,15,,,7,8
2021.12.18,1,中山,1,4,１,３,1,8,1,3,,,2,2,,,2,2
2021.12.18,1,中山,5,6,２,５,10,11,4,4,,,14,12,,,13,13
2021.12.18,1,中山,7,1,３,10,13,2,8,4,,,6,4,,,12,11
2021.12.18,1,中山,2,2,４,７,4,3,2,1,,,6,4,,,10,10
2021.12.18,1,中山,2,1,５,３,3,2,3,12,,,3,3,,,2,2
2021.12.18,1,中山,5,8,６,８,9,15,9,10,,,9,9,,,9,9
2021.12.18,1,中山,4,4,７,11,8,7,11,12,,,9,9,,,5,5
2021.12.18,1,中山,8,5,８,11,16,9,6,6,,,1,1,,,2,2
2021.12.18,1,中山,7,7,９,３,14,9,5,7,,,3,4,,,3,5
2021.12.18,1,中山,6,5,10,14,11,9,15,9,,,15,15,,,11,12
2021.12.18,1,中山,1,7,11,12,2,13,16,12,,,11,12,,,9,10
2021.12.18,1,中山,6,6,12,６,12,7,10,9,,,8,8,,,8,7
2021.12.18,1,中山,4,4,13,６,7,7,7,9,,,11,11,,,9,8
2021.12.18,1,中山,3,8,14,８,5,9,12,9,,,3,7,,,6,6
2021.12.18,1,中山,3,3,15,16,6,5,14,16,,,16,16,,,16,16
2021.12.18,1,中山,8,3,16,14,15,6,13,10,,,13,12,,14,14,11
2021.12.12,1,中山,5,6,１,２,10,11,1,2,,,3,2,,,2,2
2021.12.12,1,中山,1,8,２,４,1,14,3,6,,,4,4,,,7,4
2021.12.12,1,中山,1,1,３,13,2,1,7,10,,,1,1,,,7,7
2021.12.12,1,中山,7,2,４,14,14,4,10,11,,,16,15,,,17,17
2021.12.12,1,中山,8,1,５,16,16,1,15,14,,,11,9,,5,10,14
2021.12.12,1,中山,3,6,６,４,6,12,4,13,,,2,2,,,4,5
2021.12.12,1,中山,2,3,７,７,3,4,8,5,,,9,6,,,10,10
2021.12.12,1,中山,4,6,８,９,8,8,14,10,,,11,12,,,9,10
2021.12.12,1,中山,3,8,９,９,5,15,11,13,,,13,12,,12,13,13
2021.12.12,1,中山,2,6,10,６,4,12,5,6,,,5,5,,,3,3
2021.12.12,1,中山,8,7,11,５,15,14,2,7,,,9,8,,,15,11
2021.12.12,1,中山,7,4,12,11,13,4,9,7,,,15,15,,12,11,10
2021.12.12,1,中山,6,8,13,13,12,16,6,13,,,7,9,,,5,5
2021.12.12,1,中山,5,8,14,９,9,15,13,11,,,5,6,,,8,8
2021.12.12,1,中山,6,7,15,12,11,13,16,11,,,7,9,,,10,12
2021.12.12,1,中山,4,7,16,８,7,7,12,4,,,13,14,,,6,7
2021.12.11,1,中山,8,8,１,２,16,14,1,1,,,1,1,,,4,4
2021.12.11,1,中山,4,5,２,９,8,5,6,7,,,2,2,,,1,1
2021.12.11,1,中山,7,7,３,７,13,14,5,4,,,2,2,,,7,5
2021.12.11,1,中山,4,7,４,４,7,14,4,11,,,8,8,,,12,10
2021.12.11,1,中山,1,8,５,２,1,15,3,6,,,14,14,,,2,2
2021.12.11,1,中山,5,7,６,７,9,9,8,10,,,11,11,,,1,1
2021.12.11,1,中山,5,1,７,14,10,2,12,15,,,6,6,,,7,7
2021.12.11,1,中山,7,1,８,11,14,2,16,13,,,11,12,,,11,11
2021.12.11,1,中山,3,1,９,９,6,2,11,16,,,2,4,,,4,3
2021.12.11,1,中山,1,4,10,７,2,8,9,8,,,8,8,,,3,2
2021.12.11,1,中山,6,1,11,５,12,2,2,10,,,6,7,,,2,2
2021.12.11,1,中山,8,4,12,７,15,5,10,8,,,16,16,,,1,1
2021.12.11,1,中山,6,5,13,６,11,10,7,6,,,2,4,,,1,1
2021.12.11,1,中山,3,4,14,14,5,8,15,9,,,15,15,,,5,8
2021.12.11,1,中山,2,5,15,11,4,10,14,15,,,8,10,,,11,11
2021.12.11,1,中山,2,3,16,11,3,5,13,12,,,13,12,,,5,5
2021.12. 5,1,中山,8,6,１,９,15,10,2,12,,,2,2,,,1,1
2021.12. 5,1,中山,7,6,２,16,14,12,8,8,,,1,1,,,8,11
2021.12. 5,1,中山,2,2,３,２,3,4,1,1,,,8,7,,,7,7
2021.12. 5,1,中山,1,3,４,７,1,5,5,6,,,9,9,,,4,3
2021.12. 5,1,中山,2,3,５,６,4,3,11,9,,,3,3,,,10,11
2021.12. 5,1,中山,5,4,６,12,9,7,3,4,,,3,3,,,1,1
2021.12. 5,1,中山,3,8,７,４,5,14,4,1,,,5,5,,,4,4
2021.12. 5,1,中山,5,7,８,14,10,14,13,12,,,6,5,,,15,15
2021.12. 5,1,中山,3,3,９,９,6,3,14,10,,,6,7,,,5,5
2021.12. 5,1,中山,1,8,10,５,2,16,6,9,,,11,10,,,14,13
2021.12. 5,1,中山,4,8,11,６,7,12,10,12,,,12,10,,,2,2
2021.12. 5,1,中山,7,2,12,10,13,3,12,15,,,9,10,,,2,2
2021.12. 5,1,中山,4,6,13,９,8,12,7,9,,,14,14,,,1,1
2021.12. 5,1,中山,6,7,14,16,12,15,9,8,,,12,13,,,1,1
2021.12. 5,1,中山,6,4,15,12,11,6,16,12,,,16,14,,,9,10
2021.12. 5,1,中山,8,3,16,11,16,3,15,13,,,14,16,,,9,9
2021.12. 4,1,中山,8,3,１,５,15,6,3,6,,,2,2,,,2,2
2021.12. 4,1,中山,3,4,２,13,6,8,7,11,,,1,1,,,1,1
2021.12. 4,1,中山,4,2,３,３,8,3,2,3,,,5,4,,,1,1
2021.12. 4,1,中山,3,6,４,９,5,9,5,4,,,16,14,8,6,5,5
2021.12. 4,1,中山,7,6,５,12,14,11,15,14,,,13,12,,,13,13
2021.12. 4,1,中山,1,3,６,14,1,5,12,11,,,3,4,,,4,5
2021.12. 4,1,中山,5,8,７,８,9,12,4,8,,,7,8,,,3,6
2021.12. 4,1,中山,1,4,８,18,2,8,6,7,,,10,12,,,17,17
2021.12. 4,1,中山,6,2,９,８,11,2,1,4,,,3,3,,,1,1
2021.12. 4,1,中山,2,2,10,８,3,2,10,10,,,7,6,,,6,6
2021.12. 4,1,中山,7,7,11,13,13,12,13,13,,,14,14,,8,8,8
2021.12. 4,1,中山,2,7,12,13,4,10,8,5,,,9,8,,,7,7
2021.12. 4,1,中山,5,7,13,８,10,14,9,11,,,10,11,,,10,11
2021.12. 4,1,中山,8,3,14,10,16,4,11,11,,,10,10,,,13,13
2021.12. 4,1,中山,6,1,15,12,12,1,14,11,,,6,6,,,9,8
2021.12. 4,1,中山,4,4,16,15,7,7,16,10,,,15,16,,,15,16
2021.11.28,1,東京,1,4,１,４,2,7,1,2,,,1,1,,1,2,2
2021.11.28,1,東京,6,5,２,３,11,9,2,3,,,13,13,,,13,12
2021.11.28,1,東京,2,8,３,３,3,12,5,3,,,2,2,,,3,2
2021.11.28,1,東京,3,7,４,３,6,10,6,3,,,7,8,,,7,6
2021.11.28,1,東京,6,8,５,10,12,15,13,9,,,3,3,,,9,9
2021.11.28,1,東京,7,8,６,３,13,16,3,1,,,7,8,,,3,4
2021.11.28,1,東京,4,6,７,４,8,9,9,10,,,7,10,,,3,4
2021.11.28,1,東京,7,8,８,15,14,14,15,10,,,11,11,,,6,7
2021.11.28,1,東京,2,6,９,14,4,11,12,10,,,14,15,,,14,14
2021.11.28,1,東京,5,6,10,５,10,12,7,6,,,7,6,,,15,14
2021.11.28,1,東京,8,2,11,６,15,2,8,8,,,6,6,6,4,5,4
2021.11.28,1,東京,5,5,12,11,9,6,14,10,,,15,14,,,12,11
2021.11.28,1,東京,8,8,13,10,16,11,10,6,,,3,3,,,7,7
2021.11.28,1,東京,3,8,14,３,5,16,4,1,,,3,3,,,8,6
2021.11.28,1,東京,4,8,15,15,7,15,16,16,,,16,16,9,10,13,15
2021.11.28,1,東京,1,6,16,10,1,7,11,10,,,11,11,,,8,6
2021.11.27,1,東京,6,1,１,３,11,1,1,2,,,9,7,9,9,3,4
2021.11.27,1,東京,1,8,２,４,2,12,3,3,,,4,4,,,7,9
2021.11.27,1,東京,7,6,３,11,14,8,4,7,,,1,1,,4,5,6
2021.11.27,1,東京,5,4,４,４,9,8,6,4,,,15,13,,,7,4
2021.11.27,1,東京,7,2,５,12,13,4,5,8,,,12,12,,,15,15
2021.11.27,1,東京,6,6,６,13,12,8,10,13,,,2,2,,,13,13
2021.11.27,1,東京,2,8,７,９,4,9,14,6,,,6,5,,3,5,6
2021.11.27,1,東京,1,3,８,２,1,4,2,2,,,4,2,,,6,7
2021.11.27,1,東京,4,3,９,３,7,3,7,7,,,9,10,,,5,5
2021.11.27,1,東京,2,6,10,４,3,6,8,6,,,7,7,4,3,4,4
2021.11.27,1,東京,4,7,11,15,8,13,12,3,,,13,13,,,13,14
2021.11.27,1,東京,3,8,12,５,6,9,11,8,,,9,7,,,1,1
2021.11.27,1,東京,8,7,13,14,15,13,13,11,,,16,16,,,14,14
2021.11.27,1,東京,5,8,14,15,10,16,15,15,,,13,13,,14,15,16
2021.11.27,1,東京,3,7,15,９,5,10,9,7,,,7,10,,,13,13
2021.11.27,1,東京,8,7,16,13,16,13,16,8,,,2,6,,,7,8
2021.11.21,1,東京,7,4,１,３,14,6,1,5,,,6,6,,,8,7
2021.11.21,1,東京,8,8,２,３,15,15,6,9,,,2,2,,,6,4
2021.11.21,1,東京,8,2,３,６,16,3,3,3,,,2,2,,,3,4
2021.11.21,1,東京,7,2,４,10,13,3,4,3,,,5,4,,,11,11
2021.11.21,1,東京,2,3,５,４,3,6,2,2,,,6,6,,,1,1
2021.11.21,1,東京,1,2,６,10,2,2,10,7,,,9,12,,,9,9
2021.11.21,1,東京,4,2,７,４,7,3,7,4,,,9,8,,,7,7
2021.11.21,1,東京,5,8,８,16,9,15,9,6,,,13,14,7,7,10,13
2021.11.21,1,東京,2,4,９,12,4,7,14,13,,,6,8,,,11,12
2021.11.21,1,東京,6,2,10,10,12,2,13,14,,,9,8,,,9,10
2021.11.21,1,東京,4,1,11,16,8,1,15,16,,,16,16,,,16,16
2021.11.21,1,東京,1,2,12,15,1,4,11,11,,,9,8,9,9,11,13
2021.11.21,1,東京,6,7,13,７,11,14,12,12,,,4,4,,,5,6
2021.11.21,1,東京,3,8,14,６,6,14,5,3,,,13,12,,,3,3
2021.11.21,1,東京,3,6,15,13,5,11,16,15,,,15,14,,,9,9
2021.11.21,1,東京,5,5,16,10,10,9,8,4,,,1,1,,,2,2
2021.11.21,1,福島,1,7,１,４,1,14,8,10,,,1,1,,,2,2
2021.11.21,1,福島,2,6,２,２,4,11,1,3,,,7,7,,,7,5
2021.11.21,1,福島,1,3,３,５,2,6,12,5,,,2,2,,,1,1
2021.11.21,1,福島,6,2,４,12,12,2,13,10,,,4,5,,,5,5
2021.11.21,1,福島,7,3,５,６,14,6,7,8,,,15,11,,,3,3
2021.11.21,1,福島,2,8,６,３,3,15,6,4,,,7,7,,,2,2
2021.11.21,1,福島,3,4,７,11,6,6,14,8,,,11,9,,,8,8
2021.11.21,1,福島,4,6,８,４,8,10,9,6,,,4,3,,,2,2
2021.11.21,1,福島,5,8,９,５,9,15,3,3,,,7,9,,,7,6
2021.11.21,1,福島,7,1,10,３,13,1,5,7,,,11,14,,,8,8
2021.11.21,1,福島,5,2,11,16,10,4,15,14,,,11,11,,,4,6
2021.11.21,1,福島,6,8,12,４,11,15,10,7,,,3,3,,,2,2
2021.11.21,1,福島,8,3,13,５,16,3,4,3,,,7,11,,,5,4
2021.11.21,1,福島,3,1,14,６,5,1,11,12,,,4,5,,,4,4
2021.11.21,1,福島,4,1,15,18,7,2,16,16,,,16,16,,,,17
2021.11.21,1,福島,8,4,16,６,15,4,2,1,,,11,14,,,3,5
2021.11.20,1,東京,1,3,１,２,1,5,1,2,,,1,1,,,1,1
2021.11.20,1,東京,6,5,２,２,11,8,2,6,,,2,2,,,2,2
2021.11.20,1,東京,4,1,３,３,8,1,4,3,,,9,6,,,11,9
2021.11.20,1,東京,2,8,４,２,3,13,8,10,,,4,5,,,2,3
2021.11.20,1,東京,7,7,５,４,13,11,7,4,,,8,9,,,3,3
2021.11.20,1,東京,2,6,６,６,4,11,5,11,,,9,9,,,3,4
2021.11.20,1,東京,7,2,７,３,14,3,6,5,,,4,3,,,3,3
2021.11.20,1,東京,5,5,８,４,10,7,3,2,,,6,6,,,9,8
2021.11.20,1,東京,5,1,９,５,9,1,9,4,,,14,13,,,5,6
2021.11.20,1,東京,3,6,10,８,6,11,11,10,,,16,16,,,3,3
2021.11.20,1,東京,8,8,11,８,15,16,15,11,,,14,13,,,13,13
2021.11.20,1,東京,3,7,12,15,5,13,10,8,,,2,3,,,13,13
2021.11.20,1,東京,4,5,13,14,7,9,16,14,,,11,13,,,6,9
2021.11.20,1,東京,8,7,14,９,16,10,14,11,,,11,11,,,11,10
2021.11.20,1,東京,1,2,15,10,2,4,12,14,,,6,6,,,8,8
2021.11.20,1,東京,6,8,16,13,12,16,13,14,,,11,11,,,17,16
2021.11. 6,1,福島,1,4,１,６,1,5,4,9,,,7,7,,,8,7
2021.11. 6,1,福島,6,2,２,３,11,2,1,2,,,1,1,,,1,1
2021.11. 6,1,福島,1,8,３,６,2,11,3,8,,,5,4,,,2,2
2021.11. 6,1,福島,7,2,４,７,14,3,10,3,,,2,2,,,2,2
2021.11. 6,1,福島,8,4,５,５,16,4,5,6,,,2,3,,,3,4
2021.11. 6,1,福島,3,7,６,７,5,13,13,5,,,6,6,,,,3
2021.11. 6,1,福島,2,4,７,９,4,8,11,12,,,8,9,,,7,8
2021.11. 6,1,福島,3,7,８,７,6,11,9,8,,,4,4,,,2,2
2021.11. 6,1,福島,8,6,９,５,15,10,6,9,,,12,11,,,5,5
2021.11. 6,1,福島,4,7,10,８,8,8,7,7,,,12,9,,,9,9
2021.11. 6,1,福島,2,8,11,13,3,13,2,1,,,11,7,,,12,12
2021.11. 6,1,福島,7,6,12,11,13,12,15,13,,,14,14,,,8,9
2021.11. 6,1,福島,5,7,13,６,9,12,12,8,,,16,16,,,9,9
2021.11. 6,1,福島,4,5,14,14,7,9,16,14,,,14,14,,,,14
2021.11. 6,1,福島,5,5,15,７,10,8,14,11,,,8,11,,,7,7
2021.11. 6,1,福島,6,3,16,10,12,6,8,2,,,8,11,,,8,7
2021.10.24,1,新潟,4,5,１,４,8,10,3,4,,,3,3,,,2,2
2021.10.24,1,新潟,1,1,２,７,2,1,6,6,,,9,8,,,4,3
2021.10.24,1,新潟,7,8,３,６,13,16,2,5,,,2,2,,,5,5
2021.10.24,1,新潟,5,6,４,２,10,6,1,4,,,13,13,,,8,8
2021.10.24,1,新潟,8,4,５,２,17,5,4,1,,,1,1,,,3,3
2021.10.24,1,新潟,3,2,６,６,6,3,8,9,,,3,3,,,6,6
2021.10.24,1,新潟,8,7,７,５,15,12,5,3,,,5,5,,,5,6
2021.10.24,1,新潟,2,8,８,９,3,15,9,12,,,9,8,,,11,11
2021.10.24,1,新潟,5,5,９,11,9,7,7,6,,,5,5,,,4,5
2021.10.24,1,新潟,2,8,10,11,4,14,17,12,,,5,5,,,8,8
2021.10.24,1,新潟,6,8,11,８,12,8,10,5,,,9,11,,,3,5
2021.10.24,1,新潟,1,3,12,８,1,3,12,6,,,13,13,2,2,3,8
2021.10.24,1,新潟,8,6,13,９,16,12,14,16,,,17,16,,,10,9
2021.10.24,1,新潟,3,2,14,15,5,3,13,13,,,12,11,,,10,10
2021.10.24,1,新潟,4,1,15,９,7,1,11,11,,,13,13,,,3,3
2021.10.24,1,新潟,6,3,16,７,11,3,15,10,,,16,16,,8,7,7
2021.10.24,1,新潟,7,7,17,10,14,7,16,10,,,8,10,,,9,10
2021.10.23,1,東京,1,4,１,８,2,6,4,1,,,3,4,,,13,13
2021.10.23,1,東京,1,8,２,５,1,8,3,2,,,7,6,,4,4,5
2021.10.23,1,東京,7,8,３,６,13,12,12,10,,,13,10,7,7,6,7
2021.10.23,1,東京,5,8,４,12,10,17,7,11,,,2,2,10,10,10,10
2021.10.23,1,東京,2,1,５,４,4,2,5,13,,,6,6,,7,5,5
2021.10.23,1,東京,6,5,６,14,11,9,11,6,,,3,4,,,3,2
2021.10.23,1,東京,2,3,７,３,3,6,1,4,,,10,10,,,2,3
2021.10.23,1,東京,4,8,８,10,8,14,9,1,,,11,10,,11,9,9
2021.10.23,1,東京,8,2,９,５,15,2,10,11,,,14,13,,,10,10
2021.10.23,1,東京,3,1,10,６,6,1,6,8,,,1,1,,,3,3
2021.10.23,1,東京,5,1,11,13,9,1,15,7,,,15,15,,,14,14
2021.10.23,1,東京,8,6,12,８,16,12,2,5,,,7,9,,,3,3
2021.10.23,1,東京,7,6,13,11,14,12,14,6,,,11,13,,,6,7
2021.10.23,1,東京,6,7,14,13,12,12,13,5,,,3,3,,,5,5
2021.10.23,1,東京,4,7,15,７,7,14,8,2,,,7,6,,,9,8
2021.10.23,1,東京,3,7,16,13,5,13,16,14,,,16,16,,,12,15
2021.10.16,1,東京,8,4,１,６,16,6,1,8,,,7,5,,,7,7
2021.10.16,1,東京,3,2,２,３,6,2,3,2,,,2,2,1,1,1,1
2021.10.16,1,東京,2,5,３,２,4,9,2,6,,,1,1,1,1,1,1
2021.10.16,1,東京,6,7,４,８,11,7,11,9,,,13,12,8,8,8,8
2021.10.16,1,東京,3,7,５,11,5,13,6,6,,,13,12,13,13,11,13
2021.10.16,1,東京,8,2,６,９,15,3,8,12,,,16,16,3,4,4,4
2021.10.16,1,東京,1,3,７,８,2,3,15,8,,,10,9,9,10,10,9
2021.10.16,1,東京,5,3,８,６,9,3,5,8,,,2,2,5,5,3,3
2021.10.16,1,東京,4,4,９,13,7,6,16,12,,,8,8,,,11,13
2021.10.16,1,東京,7,8,10,２,13,9,4,2,,,5,5,2,2,1,1
2021.10.16,1,東京,1,1,11,14,1,1,10,15,,,10,12,,,16,16
2021.10.16,1,東京,6,4,12,11,12,7,12,14,,,5,7,,,9,9
2021.10.16,1,東京,4,5,13,15,8,9,14,15,,,15,15,,,14,14
2021.10.16,1,東京,7,4,14,12,14,8,13,16,,,10,9,12,13,13,11
2021.10.16,1,東京,5,6,15,13,10,10,9,12,,,2,2,,,12,11
2021.10.16,1,東京,2,6,16,５,3,7,7,9,,,8,9,7,7,9,8
2021.10.10,1,東京,2,8,１,３,4,16,1,2,,,7,7,,,7,6
2021.10.10,1,東京,8,7,２,４,16,9,2,3,,,6,5,,2,2,2
2021.10.10,1,東京,1,2,３,９,1,4,7,4,,,3,3,,,13,13
2021.10.10,1,東京,3,5,４,４,5,8,3,7,,,5,5,,3,6,8
2021.10.10,1,東京,8,4,５,６,15,4,4,5,,,1,1,,,4,5
2021.10.10,1,東京,6,8,６,６,12,17,6,3,,,3,3,,,11,9
2021.10.10,1,東京,2,5,７,７,3,5,12,7,,,9,8,,,6,7
2021.10.10,1,東京,5,3,８,５,9,5,5,11,,,9,8,,,8,6
2021.10.10,1,東京,3,6,９,９,6,10,8,2,,,9,11,,,6,6
2021.10.10,1,東京,4,5,10,13,8,9,15,15,,,14,14,,16,15,16
2021.10.10,1,東京,5,8,11,６,10,14,10,4,,,2,2,,,2,2
2021.10.10,1,東京,1,6,12,12,2,12,9,12,,,15,16,,,2,3
2021.10.10,1,東京,7,4,13,14,13,6,14,11,,,12,13,,,2,4
2021.10.10,1,東京,4,8,14,６,7,11,11,3,,,7,8,,,6,7
2021.10.10,1,東京,6,6,15,13,11,11,16,12,,,12,12,,,10,10
2021.10.10,1,東京,7,6,16,15,14,12,13,11,,,16,15,,,14,14
2021. 9.18,1,中山,2,5,１,12,4,10,10,12,,,3,3,,,6,6
2021. 9.18,1,中山,7,3,２,２,14,5,1,1,,,2,2,,,2,2
2021. 9.18,1,中山,5,5,３,４,9,9,3,13,,,7,4,,,9,8
2021. 9.18,1,中山,8,6,４,10,15,10,4,15,,,4,5,,,12,12
2021. 9.18,1,中山,3,5,５,15,5,10,15,15,,,13,12,,,12,13
2021. 9.18,1,中山,5,4,６,12,10,8,6,10,,,1,1,,,1,1
2021. 9.18,1,中山,8,2,７,８,16,4,8,14,,,8,9,,,,12
2021. 9.18,1,中山,7,2,８,15,13,2,7,15,,,4,5,,,4,4
2021. 9.18,1,中山,4,8,９,７,8,12,5,7,,,11,10,,,11,10
2021. 9.18,1,中山,3,1,10,５,6,1,2,5,,,8,7,,,7,7
2021. 9.18,1,中山,1,4,11,13,1,7,11,13,,,16,15,,,5,5
2021. 9.18,1,中山,1,8,12,10,2,15,12,13,,,13,12,,,14,14
2021. 9.18,1,中山,6,1,13,12,12,1,16,14,,,11,12,,,11,11
2021. 9.18,1,中山,4,7,14,13,7,13,14,13,,,4,7,,,15,15
2021. 9.18,1,中山,2,4,15,12,3,8,13,17,,,10,10,,,,14
2021. 9.18,1,中山,6,4,16,７,11,4,9,7,,,15,15,,,1,1
2021. 9.12,1,中山,6,1,１,５,12,2,1,3,,,2,2,,,2,1
2021. 9.12,1,中山,8,5,２,12,15,8,3,4,,,7,8,,,3,5
2021. 9.12,1,中山,6,2,３,８,11,2,7,12,,,2,2,,,12,12
2021. 9.12,1,中山,2,7,４,６,3,13,4,12,,,7,7,,,9,11
2021. 9.12,1,中山,5,2,５,３,9,3,2,6,,,1,1,,,1,1
2021. 9.12,1,中山,5,1,６,10,10,2,6,6,,,2,2,,,4,3
2021. 9.12,1,中山,2,,７,,4,,13,,,,10,8,,,,
2021. 9.12,1,中山,7,2,８,10,14,2,5,5,,,5,5,,,2,2
2021. 9.12,1,中山,4,6,９,14,8,12,10,9,,,12,12,,,15,15
2021. 9.12,1,中山,7,7,10,13,13,11,12,13,,,13,12,,,3,2
2021. 9.12,1,中山,1,6,11,13,2,11,14,16,,,13,12,,,15,15
2021. 9.12,1,中山,3,3,12,７,5,4,11,12,,,10,11,,,13,13
2021. 9.12,1,中山,3,5,13,６,6,8,9,14,,,9,8,,,9,9
2021. 9.12,1,中山,8,1,14,15,16,1,15,15,,,16,15,,,15,15
2021. 9.12,1,中山,4,8,15,16,7,16,16,16,,,13,15,,,17,17
2021. 9.12,1,中山,1,7,16,13,1,13,8,13,,,5,5,,,2,2
2021. 9. 5,1,新潟,4,8,１,３,8,17,7,11,,,1,1,,,2,2
2021. 9. 5,1,新潟,5,2,２,２,9,2,4,3,,,3,3,,,7,5
2021. 9. 5,1,新潟,8,6,３,３,16,6,2,2,,,7,6,,,5,5
2021. 9. 5,1,新潟,7,8,４,２,14,14,1,2,,,5,5,,,3,3
2021. 9. 5,1,新潟,3,7,５,４,6,15,6,7,,,2,2,,,8,8
2021. 9. 5,1,新潟,8,4,６,12,17,7,3,1,,,11,9,,,11,11
2021. 9. 5,1,新潟,7,7,７,９,13,13,9,7,,,9,9,,,3,3
2021. 9. 5,1,新潟,3,8,８,14,5,17,12,16,,,3,3,,,7,7
2021. 9. 5,1,新潟,1,1,９,２,2,1,5,5,,,12,12,,,7,6
2021. 9. 5,1,新潟,8,8,10,10,15,13,13,13,,,14,14,,,6,6
2021. 9. 5,1,新潟,6,8,11,９,12,9,15,6,,,14,15,,,9,9
2021. 9. 5,1,新潟,4,4,12,４,7,8,8,10,,,7,8,,,2,2
2021. 9. 5,1,新潟,6,2,13,６,11,4,11,9,,,12,12,,,6,5
2021. 9. 5,1,新潟,5,5,14,13,10,9,16,13,,,5,6,,,,3
2021. 9. 5,1,新潟,2,4,15,８,4,6,10,14,,,9,11,,,1,1
2021. 9. 5,1,新潟,1,8,16,14,1,17,14,15,,,14,15,,,15,14
2021. 9. 5,1,新潟,2,6,止,17,3,11,17,18,,,17,17,,,,18
2021. 8. 8,1,新潟,4,6,１,２,8,7,10,5,,,2,2,,,2,2
2021. 8. 8,1,新潟,1,5,２,８,2,6,4,11,,,5,6,,,1,1
2021. 8. 8,1,新潟,7,1,３,２,13,1,1,2,,,5,5,,,1,1
2021. 8. 8,1,新潟,3,5,４,３,6,5,2,2,,,1,1,,,2,2
